genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count,genres
"[18, 10751]",293,en,"A River Runs Through It is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920s.",17.118,1992-10-09,A River Runs Through It,7.0,913,"Drama, Family"
"[28, 80, 53]",482,en,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,17.115,1971-06-25,Shaft,6.5,301,"Action, Crime, Thriller"
"[18, 878]",62215,en,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,17.114,2011-05-26,Melancholia,7.2,3131,"Drama, Science Fiction"
"[14, 18, 10751]",40205,en,"The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",17.114,2010-10-02,16 Wishes,6.3,1199,"Fantasy, Drama, Family"
"[53, 27]",659986,en,"A group of friends think they found the perfect easy score - an empty house with a safe full of cash. But when the elderly couple that lives there comes home early, the tables are suddenly turned. As a deadly game of cat and mouse ensues, the would-be thieves must fight to save themselves from a nightmare they could never have imagined.",17.112,2020-08-27,The Owners,5.7,297,"Thriller, Horror"
"[14, 27]",405882,en,"Demon hunter, Jebediah Huntley teams up with an FBI agent to battle a supernatural force in the southern state of Mississippi.",15.323,2016-08-27,Don't Kill It,6.0,190,"Fantasy, Horror"
"[10749, 18]",258480,en,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",17.11,2015-11-20,Carol,7.5,3365,"Romance, Drama"
"[16, 35, 9648, 10751, 14]",17681,en,"Scooby-Doo and the Mystery Gang visit Oakhaven, Massachusetts to seek strange goings on involving a famous horror novelist and his ancestor who is rumored be a witch.",17.109,1999-11-05,Scooby-Doo! and the Witch's Ghost,7.4,362,"Animation, Comedy, Mystery, Family, Fantasy"
"[28, 12, 35, 18, 37]",9359,en,"Maverick is a gambler who would rather con someone than fight them, and needs an additional three thousand dollars in order to enter a winner-takes-all poker game that begins in a few days, so he joins forces with a woman gambler with a marvellous southern accent, and the two try and enter the game.",17.109,1994-05-20,Maverick,6.9,1396,"Action, Adventure, Comedy, Drama, Western"
"[18, 36, 53]",493551,en,"In 1960, a team of Israeli secret agents is deployed to find Adolf Eichmann, the infamous Nazi architect of the Holocaust, supposedly hidden in Argentina, and get him to Israel to be judged.",17.104,2018-08-29,Operation Finale,6.7,858,"Drama, History, Thriller"
"[18, 35, 10749, 14]",9007,en,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",17.103,2005-09-16,Just Like Heaven,6.9,2112,"Drama, Comedy, Romance, Fantasy"
"[28, 80, 18, 53]",1266,en,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",17.102,2008-04-10,Street Kings,6.6,1276,"Action, Crime, Drama, Thriller"
"[53, 27, 35]",401561,en,"In a suburban community, moms and dads, one after the other, mysteriously feel the irresistible impulse to attack and kill their own offspring.",16.773,2018-01-19,Mom and Dad,5.4,894,"Thriller, Horror, Comedy"
"[10749, 35]",384677,en,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,17.774,2018-06-15,Set It Up,6.9,2420,"Romance, Comedy"
[28],67398,en,"Assassins led by Black Widow are out to kill Antonio Morales to prevent him from handing a computer chip over to IWAR headquarters. It's up to secret agents Chris Cannon, Mark Austin, and Samantha Maxx to stop them",17.094,1994-10-02,The Dallas Connection,4.7,28,Action
"[53, 9648]",12103,en,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",17.088,2001-09-28,Don't Say a Word,6.2,801,"Thriller, Mystery"
"[27, 53]",369196,en,"Following her rape, Jennifer Hills wrote a bestselling account of her ordeal and of the controversial trial in which she was accused of taking the law into her own hands and brutally killing her assailants. In the small town where the rape and revenge took place, the relatives of the rapists she killed are furious that the court declared her not guilty and resolve to take justice into their own hands.",14.464,2019-04-23,I Spit on Your Grave: Déjà Vu,2.9,88,"Horror, Thriller"
"[10402, 18]",14114,en,"At Mr. Rad's Warehouse, the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party, stealing their dancers - and their moves - two warring friends have to pull together to represent the street. Starring hip-hop sensations Marques Houston, Omari Grandberry, Lil' Kim and comedian Steve Harvey.",17.085,2004-01-30,You Got Served,6.4,377,"Music, Drama"
"[18, 9648, 53, 10770]",236399,en,"After the sudden death of their father, four children face cruel treatment from their ruthless grandmother.",14.066,2014-01-18,Flowers in the Attic,6.6,325,"Drama, Mystery, Thriller, TV Movie"
[18],111190,en,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",17.081,2013-04-03,Adore,6.1,884,Drama
"[35, 10402, 10770]",44244,en,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition – featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",17.074,2010-09-17,Camp Rock 2: The Final Jam,6.3,1422,"Comedy, Music, TV Movie"
"[10751, 12]",18519,en,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse",17.074,1997-08-08,Free Willy 3: The Rescue,6.2,302,"Family, Adventure"
"[35, 14, 12]",11469,en,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",17.074,2001-11-21,Black Knight,5.4,1005,"Comedy, Fantasy, Adventure"
"[10752, 28]",10911,en,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",17.073,1961-04-27,The Guns of Navarone,7.3,673,"War, Action"
[37],11697,en,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",17.072,1962-04-15,The Man Who Shot Liberty Valance,7.8,957,Western
"[80, 18, 28, 53]",82682,en,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",17.071,2013-01-09,Gangster Squad,6.4,3744,"Crime, Drama, Action, Thriller"
"[35, 14, 878]",10658,en,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,17.068,1986-08-01,Howard the Duck,5.4,887,"Comedy, Fantasy, Science Fiction"
"[53, 27]",65055,en,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,17.067,2011-09-02,Shark Night 3D,4.9,468,"Thriller, Horror"
"[53, 27, 18]",288158,en,"40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.",17.062,2014-12-30,The Woman in Black 2: Angel of Death,5.3,947,"Thriller, Horror, Drama"
"[80, 18]",429422,en,"The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",12.825,2020-06-26,Capone,5.0,309,"Crime, Drama"
"[18, 36, 9648, 53]",891,en,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",17.057,1976-01-18,All the President's Men,7.7,1570,"Drama, History, Mystery, Thriller"
