genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count,genres
"[35, 10751, 12]",1281,en,"Childlike Englishman, Mr. Bean, is an incompetent watchman at the Royal National Gallery. After the museum's board of directors' attempt to have him fired is blocked by the chairman, who has taken a liking to Bean, they send him to Los Angeles to act as their ambassador for the unveiling of a historic painting to humiliate him. Fooled, Mr. Bean must now successfully unveil the painting or risk his and a hapless Los Angeles curator's termination.",17.311,1997-07-03,Bean,6.4,2170,"Comedy, Family, Adventure"
"[18, 28, 53, 80]",9882,en,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",17.306,1998-11-06,The Siege,6.3,1161,"Drama, Action, Thriller, Crime"
"[28, 53]",724989,en,"The work of billionaire tech CEO Donovan Chalmers is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",17.305,2020-10-23,Hard Kill,5.2,460,"Action, Thriller"
"[28, 36, 10752]",13922,en,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",17.305,2005-08-12,The Great Raid,6.6,305,"Action, History, War"
[18],9701,en,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",17.304,2005-02-12,North Country,7.2,553,Drama
"[35, 10749]",55721,en,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",17.303,2011-05-13,Bridesmaids,6.5,4034,"Comedy, Romance"
"[28, 53]",4954,en,"A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day.",17.295,1994-12-08,Drop Zone,5.6,341,"Action, Thriller"
"[53, 18, 9648]",982,en,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",17.285,1962-10-01,The Manchurian Candidate,7.6,592,"Thriller, Drama, Mystery"
"[99, 10402]",773736,en,Tina Turner overcame impossible odds to become one of the first female African American artists to reach a mainstream international audience. Her road to superstardom is an undeniable story of triumph over adversity. It’s the ultimate story of survival – and an inspirational story of our times.,15.751,2023-05-27,TINA,7.8,10,"Documentary, Music"
"[35, 80]",11895,en,"Our favourite police men are called together to deal with a gang who rob banks and jewelers. Using their various talents as well as their extraordinary luck, the crooks stand no chance against our men and women in blue.",17.284,1989-03-09,Police Academy 6: City Under Siege,5.1,747,"Comedy, Crime"
"[14, 35, 10749, 878]",9327,en,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",17.284,1996-06-28,The Nutty Professor,5.6,2640,"Fantasy, Comedy, Romance, Science Fiction"
"[28, 35, 14]",602211,en,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",14.86,2020-10-19,Fatman,5.5,706,"Action, Comedy, Fantasy"
"[18, 35]",11050,en,"Aurora, a finicky woman, is in search of true love while her daughter faces marital issues. Together, they help each other deal with problems and find reasons to live a joyful life.",17.279,1983-11-20,Terms of Endearment,7.1,651,"Drama, Comedy"
[35],10156,en,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",17.279,1981-06-12,History of the World: Part I,6.8,683,Comedy
[35],5725,en,"Clint Ramsey has to leave his job working at Martin Bormann's gas station and flee after his wife is murdered by psycho cop Harry Sledge, who tries to pin the murder on Clint. Crossing America, Clint gets sexually harassed on all sides by various voluptuous nymphomaniacs, and it all ends in a literally explosive climax.",17.276,1975-04-02,Supervixens,5.9,106,Comedy
"[18, 10749, 53]",36630,en,"Bored with her marriage to burnt out poet turned corporate executive Thierry, Zandalee falls prey to an old friend of her husband, the manipulative and egotistical Johhny and becomes enmeshed in a sensual, passionate and destructive affair.",17.27,1991-05-09,Zandalee,4.1,70,"Drama, Romance, Thriller"
[],501007,en,"A blind man reports on an eclipse, a light phenomenon that he perceives through senses that do not involve sight. He takes us by the hand and guides us through the dark, through this temporary event that transforms the world as we know it.",17.267,2017-12-14,It,0.0,0,
"[28, 27, 35, 878, 53]",11069,en,"Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance.",17.267,1996-04-09,Tremors 2: Aftershocks,6.2,828,"Action, Horror, Comedy, Science Fiction, Thriller"
"[35, 10749, 18, 10402]",369557,en,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,18.595,2016-03-11,Sing Street,7.9,2078,"Comedy, Romance, Drama, Music"
"[18, 9648, 53]",340676,en,"Maureen, mid-20s, is a personal shopper for a media celebrity. The job pays for her stay in Paris, a city she refuses to leave until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.",17.262,2016-10-19,Personal Shopper,5.9,1103,"Drama, Mystery, Thriller"
"[80, 18, 53]",14181,en,A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.,17.259,2000-02-18,Boiler Room,6.8,564,"Crime, Drama, Thriller"
"[80, 18, 53]",259695,en,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.",17.258,2016-12-25,Live by Night,6.3,1198,"Crime, Drama, Thriller"
"[18, 10402]",3902,en,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",17.256,2007-10-01,I'm Not There,6.6,611,"Drama, Music"
"[35, 10749]",467248,en,"When Destiny, captain of three-time national champions ""The Rebels,"" is challenged to a global cheer showdown by an edgy new team called ""The Truth,"" the Cheer Goddess organizes a virtual battle for squads from all around the world. It seems like the whole world wants to take down Destiny and her team, and they just might succeed, unless Destiny can rise to the challenge, set her ego aside and figure out who her real friends are.",17.254,2017-08-29,Bring It On: Worldwide #Cheersmack,6.1,218,"Comedy, Romance"
"[28, 12, 53]",460321,en,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",17.252,2019-01-18,Close,5.8,777,"Action, Adventure, Thriller"
[28],523077,en,A leader of a drug cartel sends his two toughest henchmen to investigate why a shipment was botched.,17.249,2019-08-29,Running with the Devil,5.4,247,Action
[878],10048,en,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",17.249,2005-07-27,Stealth,5.4,909,Science Fiction
"[10751, 35]",638597,en,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,17.244,2021-03-12,Yes Day,6.8,1022,"Family, Comedy"
"[18, 10749]",52744,en,"During shopping for Christmas, Frank and Molly run into each other. This fleeting short moment will start to change their lives, when they recognize each other months later in the train home and have a good time together. Although both are married and Frank has two little kids, they meet more and more often, their friendship becoming the most precious thing in their lives.",17.244,1984-11-21,Falling in Love,6.7,307,"Drama, Romance"
[18],68335,en,"Sex, politics and American culture are mixed into a combustible combination in Now & Later. Angela is an illegal Latina immigrant living in Los Angeles who stumbles across Bill, a disgraced banker on the run. She takes him in. Through passionate sex, soul-searching conversations ranging from politics to philosophy, and other worldly pleasures, Angela introduces Bill to another worldview. As their affair heats up, the course of Bill's life begins to take an abrupt and unexpected turn.",17.243,2009-02-18,Now & Later,5.1,34,Drama
"[28, 53]",3595,en,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",17.243,1996-11-08,Ransom,6.7,1625,"Action, Thriller"
"[14, 35, 18]",9647,en,"Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing staff member Eliot Loudermilk  on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",17.233,1988-11-22,Scrooged,6.8,1306,"Fantasy, Comedy, Drama"
[35],14912,en,"In a series of sexual mishaps, a high school senior tries to lose her virginity on the last night before graduation.",17.232,2009-01-20,18 Year Old Virgin,4.0,125,Comedy
[18],10161,en,"No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author.",17.231,1989-04-07,My Left Foot: The Story of Christy Brown,7.6,794,Drama
"[28, 18, 53]",70435,en,A black ops soldier seeks payback after she is betrayed and left for dead.,17.229,2011-11-01,Haywire,5.7,1206,"Action, Drama, Thriller"
"[99, 27]",812341,en,Disturbing shock footage mixtape,17.224,2014-01-01,FUBAR Vol. 1,6.4,8,"Documentary, Horror"
"[18, 10402]",537116,en,"On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",17.224,2021-11-11,"tick, tick... BOOM!",7.7,1769,"Drama, Music"
"[27, 35]",23202,en,"Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank, and a bitter old recluse receives an uninvited guest.",17.223,2007-10-26,Trick 'r Treat,7.0,1623,"Horror, Comedy"
"[35, 10402, 10749]",9768,en,A prim and proper schoolgirl goes against her grandmother's wishes when she dates a motorcycle-riding juvenile delinquent.,17.223,1990-04-05,Cry-Baby,6.6,1386,"Comedy, Music, Romance"
"[878, 28, 12, 53]",13455,en,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",17.221,2009-02-04,Push,6.1,2052,"Science Fiction, Action, Adventure, Thriller"
"[16, 878, 10770, 12, 10751, 35, 14, 9648]",205081,en,"The villains of the Kids Next Door, lead by Father, join forces to resurrect the Ultimate Evil, Grandfather, a tyrant who once ruled the world many years ago when most of the villains were themselves kids. However, Father disgraced him that he can't even try to destroy the KND and the Villains were quickly betrayed when they are turned into Senior Citizombies, creatures that are immortal and can transform any living creature into one of them and slaves who are forced to make Tapioca to refuel Grandfather so he can find and destroy the Book of K.N.D.",15.835,2006-08-10,Codename: Kids Next Door - Operation Z.E.R.O.,8.0,169,"Animation, Science Fiction, TV Movie, Adventure, Family, Comedy, Fantasy, Mystery"
"[28, 80, 18, 53]",18406,en,"Linda Blair plays Carol, a young woman who must serve 18 months in prison after driving drunk and killing a man. The prison turns out to be brimming with decadence, corruption and sleaze, where the other female inmates are sadistic crack-selling lesbian rapists and the guards and warden are no better.",17.219,1983-05-27,Chained Heat,5.2,42,"Action, Crime, Drama, Thriller"
"[80, 18, 10749, 9648, 53]",12150,en,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",17.219,1989-09-15,Sea of Love,6.6,528,"Crime, Drama, Romance, Mystery, Thriller"
"[10751, 16, 35]",22582,en,The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian.,17.217,1992-10-01,Tom and Jerry: The Movie,6.3,509,"Family, Animation, Comedy"
"[28, 80, 18, 53]",8838,en,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",17.216,1998-04-03,Mercury Rising,6.3,1363,"Action, Crime, Drama, Thriller"
[35],9900,en,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But when he gets kicked out of his apartment, he's forced to move in with his grandmother.",17.213,2006-01-06,Grandma's Boy,6.6,560,Comedy
"[35, 28]",87826,en,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,17.212,2012-10-11,Here Comes the Boom,6.2,1301,"Comedy, Action"
"[35, 10749]",1819,en,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",17.212,2006-07-13,"You, Me and Dupree",5.6,1219,"Comedy, Romance"
"[10751, 35]",18736,en,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",17.21,2003-05-02,The Lizzie McGuire Movie,6.3,1166,"Family, Comedy"
"[10749, 35, 80]",1389,en,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",17.209,1998-06-26,Out of Sight,6.7,1089,"Romance, Comedy, Crime"
[18],28176,en,"Ypsilanti, Michigan, 1945. Engineer Preston Tucker dreams of designing the car of future, but his innovative envision will be repeatedly sabotaged by his own unrealistic expectations and the Detroit automobile industry tycoons.",17.205,1988-08-12,Tucker: The Man and His Dream,6.7,316,Drama
[53],11983,en,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.",17.204,2000-12-08,Proof of Life,6.1,691,Thriller
"[18, 36]",321741,en,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",17.202,2015-11-12,Concussion,7.1,2350,"Drama, History"
"[53, 18, 80, 9648]",13975,en,"Lt. Dave Robicheaux, a detective in New Iberia, Louisiana, is trying to link the murder of a local hooker to New Orleans mobster Julie (Baby Feet) Balboni, who is co-producer of a Civil War film. At the same time, after Elrod Sykes, the star of the film, reports finding another corpse in the Atchafalaya Swamp near the movie set, Robicheaux starts another investigation, believing the corpse to be the remains of a black man who he saw being murdered 35 years before.",17.202,2009-04-15,In the Electric Mist,6.1,369,"Thriller, Drama, Crime, Mystery"
"[18, 53]",480434,en,"Amid the dust storms and economic depression of Dust Bowl Era Oklahoma, Eugene Evans finds his family farm on the brink of foreclosure. Discovering fugitive bank robber Allison Wells hiding in his small town, he is torn between claiming the bounty on her head and his growing attraction to the seductive criminal.",17.199,2019-11-27,Dreamland,6.0,188,"Drama, Thriller"
"[16, 10751]",13691,en,"When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",17.19,2003-03-16,Piglet's Big Movie,6.7,313,"Animation, Family"
"[27, 35]",10776,en,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",17.189,1986-12-19,Little Shop of Horrors,6.9,1257,"Horror, Comedy"
"[18, 36]",2428,en,"From his birth in Bethlehem to his death and eventual resurrection, the life of Jesus Christ is given the all-star treatment in this epic retelling. Major aspects of Christ's life are touched upon, including the execution of all the newborn males in Egypt by King Herod; Christ's baptism by John the Baptist; and the betrayal by Judas after the Last Supper that eventually leads to Christ's crucifixion and miraculous return.",17.189,1965-02-15,The Greatest Story Ever Told,6.5,151,"Drama, History"
"[16, 35, 10751, 9648]",21956,en,"A friend of Fred's, Alejo Otero, invites the Scooby gang to Veracruz, Mexico. There they find a monster, El Chupacabra, terrorizing the town.",17.188,2003-09-30,Scooby-Doo! and the Monster of Mexico,7.4,285,"Animation, Comedy, Family, Mystery"
"[35, 18, 10749]",703,en,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,17.184,1977-04-19,Annie Hall,7.8,3482,"Comedy, Drama, Romance"
"[53, 28, 80]",8068,en,"Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his best friend and a beautiful bookstore owner, the Mariachi tracks Bucho, takes on his army of desperados, and leaves a trail of blood of his own.",17.183,1995-08-25,Desperado,6.9,2534,"Thriller, Action, Crime"
"[18, 36]",746,en,"A dramatic history of Puyi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",17.18,1987-10-04,The Last Emperor,7.6,1450,"Drama, History"
"[53, 878, 28, 80]",8831,en,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",17.179,1994-09-15,Timecop,6.0,1012,"Thriller, Science Fiction, Action, Crime"
"[80, 28]",534490,en,"While on a prison furlough, a lowly criminal evades his guards and returns to his old stomping ground to take revenge on the people who turned him into a cold blooded killer.",17.178,2019-05-24,Avengement,6.8,405,"Crime, Action"
"[35, 18, 10751, 878]",9849,en,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",17.177,1999-02-11,My Favorite Martian,5.6,264,"Comedy, Drama, Family, Science Fiction"
"[53, 9648, 18, 27]",470229,en,"After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous",17.176,2018-08-10,Summer of 84,6.9,1146,"Thriller, Mystery, Drama, Horror"
[35],595813,en,"The story of best friends Barb and Star, who leave their small midwestern town for the first time to go on vacation in Vista Del Mar, Florida, where they soon find themselves tangled up in adventure, love, and a villain’s evil plot to kill everyone in town.",15.848,2021-03-29,Barb & Star Go to Vista Del Mar,5.9,195,Comedy
"[80, 18, 35]",308639,en,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",17.171,2015-06-19,Dope,7.1,1356,"Crime, Drama, Comedy"
"[28, 12, 14, 53]",1996,en,"Lara Croft is tasked by MI6 to find the mythological Pandora's Box, an object from ancient legends which supposedly contains one of the deadliest plagues on Earth, before evil Nobel Prize-winning scientist turned bioterrorist Jonathan Reiss can get his hands on it. Lara ventures to an underwater temple in search of a magical luminous orb, the key to finding Pandora's Box, but after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate who in turn plans to sell the orb to Reiss. Lara must recover the box before evil mastermind Reiss uses it to construct a weapon of catastrophic capabilities.",17.169,2003-07-21,Lara Croft: Tomb Raider - The Cradle of Life,5.7,3903,"Action, Adventure, Fantasy, Thriller"
[99],1005031,en,"Does infinity exist? Can we experience the Infinite? In an animated film (created by artists from 10 countries) the world's most cutting-edge scientists and mathematicians go in search of the infinite and its mind-bending implications for the universe.  Eminent mathematicians, particle physicists and cosmologists dive into infinity and its mind-bending implications for the universe.",17.168,2022-09-26,A Trip to Infinity,7.2,90,Documentary
"[28, 80, 53]",359412,en,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,17.166,2016-07-01,Marauders,5.8,551,"Action, Crime, Thriller"
"[28, 53]",686245,en,"A disgraced doctor and his family are held hostage at their home by criminals on the run, when a robbery-gone-awry requires them to seek immediate medical attention.",17.164,2020-07-09,Survive the Night,5.1,196,"Action, Thriller"
"[35, 18, 10751, 10749]",21542,en,High school loser pays a cheerleader to pose as his girlfriend so he can be considered cool.,17.164,2003-12-12,Love Don't Co$t a Thing,7.1,393,"Comedy, Drama, Family, Romance"
"[9648, 27, 53]",1977,en,"Jake Kimble, the sole survivor of the Chicago massacre, is killed while in solitary confinement. His doctor begins investigating the claims he made about a long-haired woman in white, as a mysterious Japanese woman arrives at his old apartment building to help them get rid of the curse.",17.164,2009-05-12,The Grudge 3,5.4,528,"Mystery, Horror, Thriller"
"[12, 18, 53]",10847,en,"When their plane crashes, 25 schoolboys find themselves trapped on a tropical island, miles from civilization.",17.162,1990-03-16,Lord of the Flies,6.3,474,"Adventure, Drama, Thriller"
"[35, 10751, 10749]",33689,en,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",17.16,1995-11-17,It Takes Two,6.5,804,"Comedy, Family, Romance"
"[35, 10751, 10749]",889,en,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",17.16,2000-04-28,The Flintstones in Viva Rock Vegas,4.8,668,"Comedy, Family, Romance"
"[878, 28, 53]",423988,en,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,14.831,2017-06-01,Kill Switch,4.8,219,"Science Fiction, Action, Thriller"
"[53, 27]",301365,en,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",17.155,2016-06-08,The Neon Demon,6.5,3467,"Thriller, Horror"
"[35, 10749, 18, 10751]",10735,en,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",17.155,2003-03-27,What a Girl Wants,6.2,1475,"Comedy, Romance, Drama, Family"
[28],500852,en,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.",17.152,2019-02-01,Miss Bala,6.4,473,Action
"[18, 36]",14534,en,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",17.149,1993-09-17,Rudy,7.4,567,"Drama, History"
"[28, 12, 80, 53]",9691,en,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",17.147,1995-10-06,Assassins,6.5,1369,"Action, Adventure, Crime, Thriller"
"[878, 18, 9648]",167,en,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",17.147,2001-10-22,K-PAX,7.2,2112,"Science Fiction, Drama, Mystery"
"[80, 53, 9648, 35]",484247,en,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",17.144,2018-08-29,A Simple Favor,6.6,3805,"Crime, Thriller, Mystery, Comedy"
"[878, 53, 9648, 28, 12]",475210,en,A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,17.144,2018-07-13,How It Ends,5.3,1764,"Science Fiction, Thriller, Mystery, Action, Adventure"
"[27, 878, 53]",8843,en,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,17.144,2000-08-17,The Cell,6.2,1365,"Horror, Science Fiction, Thriller"
"[36, 99]",12228,en,"In 1972, a seemingly typical shoestring budget pornographic film was made in a Florida hotel, ""Deep Throat,"" starring Linda Lovelace. This film would surpass the wildest expectation of everyone involved to become one of the most successful independent films of all time. It caught the public imagination which met the spirit of the times, even as the self appointed guardians of public morality struggled to suppress it, and created, for a brief moment, a possible future where sexuality in film had a bold artistic potential. This film covers the story of the making of this controversial film, its stunning success, its hysterical opposition along with its dark side of mob influence and allegations of the on set mistreatment of the film's star.",17.139,2005-02-11,Inside Deep Throat,6.7,110,"History, Documentary"
[27],157547,en,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,20.224,2013-09-08,Oculus,6.4,2663,Horror
"[18, 27]",10657,en,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",17.129,1993-08-27,Needful Things,6.2,449,"Drama, Horror"
"[10402, 16, 10751, 14]",302429,en,"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.",17.128,2015-01-23,Strange Magic,7.1,412,"Music, Animation, Family, Fantasy"
"[27, 35]",18238,en,"With their women having been enslaved by a pack of lesbian vampires, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.",17.127,2009-03-16,Lesbian Vampire Killers,5.2,340,"Horror, Comedy"
"[53, 27, 18]",777620,en,"An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",18.59,2021-01-26,Caged,6.5,100,"Thriller, Horror, Drama"
"[35, 878]",13805,en,"The filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",17.125,2008-08-29,Disaster Movie,3.3,930,"Comedy, Science Fiction"
"[28, 16, 18, 9648, 53]",1129439,en,"After committing an unforgivable crime, Deadpool must battle against the most powerful beings from throughout the Multiverse.",16.344,2025-10-04,Deadpool vs. The Multiverse,0.0,0,"Action, Animation, Drama, Mystery, Thriller"
[99],489985,en,"Three young men bond together to escape volatile families in their Rust Belt hometown. As they face adult responsibilities, unexpected revelations threaten their decade-long friendship.",17.124,2018-08-17,Minding the Gap,7.8,161,Documentary
"[10749, 18, 35]",820912,en,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth - the dashing one she once sent away - crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",17.12,2022-07-01,Persuasion,6.0,478,"Romance, Drama, Comedy"
"[28, 80, 18, 53]",332411,en,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.,17.12,2016-04-14,I Am Wrath,5.6,571,"Action, Crime, Drama, Thriller"
